,raw_pub,best_match,best_match_prob
3620,Springf'd Republican pTe O,Springfield Republican,78.66666666666667
3621,-*- N Y Times,N Y Times,100.0
3623,W Atlantic Bookshelf,Atlantic Bookshelf,98.33333333333333
3624,•- New Statesman & Nation,New Statesman & Nation,100.0
3625,N Y Times pG F,N Y Times,92.66666666666667
3626,Christian Science Monitor pig Ap,Christian Science Monitor,96.0
3627,Current Hist 42:vii Je,Current Hist,90.33333333333333
3628,Times,Time,92.66666666666667
3629,; Books,Books,100.0
3630,.oCI!£i;?tian Science Monitor plO Ja,Christian Science Monitor,73.66666666666667
3631,h Atlantic Bookshelf,Atlantic Bookshelf,98.33333333333333
3632,Dunks pi S,S,72.66666666666667
3633,Book! pll Ag,Books plO,72.66666666666667
3634,~;«Tlmes f-ondon] Lit Sup,Times [London] Lit Sup,87.33333333333333
3635,-| NY Post,N Y  Post,87.0
3636,"ful of loosely related individual stories."" M. W. N Y Times",N Y Times,76.0
3637,Times [London] Lit aup,Times [London] Lit Sup,90.0
3638,"more than a synopsis, awkwardly presented."" Books pll D",Books,72.66666666666667
3639,•:• Boston Transcript,Boston Transcript,100.0
3640,i- Books,Books,94.33333333333333
3641,Spring!'d Republican,Springfield Republican,82.0
3642,Times [London] Lit Sup pTOS O,Times [London] Lit Sup,95.0
3643,_ N Y Herald Tribune pll D,Books (N Y Herald Tribune),81.0
3644,Books i>l I O,Books,85.33333333333333
3645,Current Hist 43:xii N,Current Hist,91.0
3646,"a very good book."" Louis Kronenberger Nation",Nation,75.0
3647,-t- Boston Transcript pi Mr,Boston Transcript,93.66666666666667
3648,(- N Y Times p« S,N Y Times,94.0
3649,N Y,N Y  Post,85.0
3650,: Christian Science Monitor plO N,Christian Science Monitor,96.33333333333333
3651,Sprinflf'd Republican,Springfield Republican,84.66666666666667
3652,-) . Springf'd Republican,Springfield Republican,87.33333333333333
3653,Sat R of Lit 11:iiis Ap,Sat R of Lit,89.66666666666667
3654,Chicago Daily Tribune pH Mr,Chicago Daily Tribune,96.0
3655,"N Y ""Times pll N",N Y Times,88.0
3656,-+- Commonweal,Commonweal,100.0
3657,t Times [London] Lit Sup,Times [London] Lit Sup,98.33333333333333
3658,'Books,Books,100.0
3659,Forum 93:vil Ap,Forum,83.33333333333333
3660,"dilemma she will choose."" Lewis Gannett f- N Y Herald Tribune",Books (N Y Herald Tribune),71.66666666666667
3661,Times | London! Lit Sup,Times [London] Lit Sup,95.33333333333333
3662,-| NY Timea,Time,78.0
3663,Booka,Books,80.0
3664,Tlmea [London] Lit Sup plO Ja,Times [London] Lit Sup,83.33333333333333
3665,-t Books,Books,94.33333333333333
3666,Sat of Lit,Sat R of Lit,90.33333333333333
3667,•I- Books pi Je,Books,85.33333333333333
3668,Forum 94:vil S,Forum,84.33333333333333
3669,; Nation,Nation,100.0
3670,Springt'd Republican,Springfield Republican,80.66666666666667
3671,Boston Transcript ul Ap,Boston Transcript,95.0
3672,"than convincing."" Isaac Anderson N Y Tlm«s",N,68.33333333333333
3673,-f- J Home Econ,J Home Econ,97.33333333333333
3675,"reader in on the secret."" Isaac Anderson h N Y Times",N Y Times,77.0
3676,-i Christian Century,Christian Century,98.0
3677,"on the necessary epic scale."" E. H. Walton h Forum",Forum,73.33333333333333
3678,Current Hist 43:xill O,Current Hist,90.33333333333333
3679,Chicago Dally Tribune pS Je,Chicago Daily Tribune,87.0
3680,•f Christian Science Monitor plO Je,Christian Science Monitor,95.0
3681,Books plG N,Books,87.33333333333333
3682,"molded of wax."" J. S. Southron N Y Times",N Y Times,80.0
3683,Bosks,Books,80.0
3684,lt/ VI:,Lit R,53.333333333333336
3685,Book* pll Ja,Books plO,72.66666666666667
3686,Books pH N,Books,89.0
3687,(- Sprfngfd Republican plO D,Springfield Republican,78.66666666666667
3688,Cleveland plOS N,Cleveland Open Shelf,73.0
3689,-| The Times [London] Lit Sup,Times [London] Lit Sup,97.0
3690,-| Bellman,Bellman,100.0
3691,Boston Transcript plO My,Boston Transcript,94.33333333333333
3692,New Repub 20:supl2 N,New Repub,87.33333333333333
3693,_). __ New Repub,New Repub,92.66666666666667
3694,ALA Bkl,A L A Bkl,82.33333333333333
3695,Bookm 49:4~>2 Je,Bookm,83.33333333333333
3696,h The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
3697,"additional lustre on the famous author."" F. A. G. Boston Transcript",Boston Transcript,81.0
3698,N Y Call plO N,N,71.0
3699,Review,Review,100.0
3700,-) Dial 6(i:GC6 Jc,Dial,80.66666666666667
3701,•] The Times [London] Lit Sup,Times [London] Lit Sup,97.0
3702,-r A L A Bkl,A L A Bkl,96.66666666666667
3703,-| Ath,Ath,100.0
3704,•f- Boston Transcript,Boston Transcript,98.0
3705,Nation 108:sup576 Ap,Nation,82.0
3706,Dial 67:26-1 S,Dial,81.33333333333333
3707,Boston Transcript pll S,Boston Transcript,95.0
3708,NY Times 24:7-13 D,N Y Times,70.66666666666667
3709,-| NY Tlmei,N Y Times,63.0
3710,Boston Transcript plO Je,Boston Transcript,94.33333333333333
3711,; A L A Bkl,A L A Bkl,100.0
3712,-( Dial,Dial,100.0
3713,-f- Outlook 123:bU7 N,Outlook,84.66666666666667
3714,. Outlook,Outlook,100.0
3715,; Sprlngf'd Republican,Springfield Republican,81.33333333333333
3716,"^ N Y Times 24:C:,7 N l<i",N Y Times,86.0
3717,N Y Call plO S,S,71.0
3718,-J Dial,Dial,93.33333333333333
3719,~- Springfd Republican,Springfield Republican,90.66666666666667
3720,Sprlngf'd Republican p!7Ap20'19600w,Springfield Republican,68.0
3721,[- Nation,Nation,100.0
3722,°' World Tomorrow,World Tomorrow,100.0
3723,Sprlngfd Republican plO N,Springfield Republican,78.66666666666667
3724,h Dial,Dial,93.33333333333333
3725,-t- Outlook,Outlook,96.0
3726,-| Pub W,Pub W,100.0
3727,Sprlngf'd Republican plO N,Springfield Republican,74.66666666666667
3728,f- Sprlngf'd Republican,Springfield Republican,80.0
3729,ltS+'—SA L A Bkl,A L A Bkl,87.0
3730,lnBj Ath,Ath,85.0
3731,SOv,S,66.66666666666667
3732,-) Dial,Dial,100.0
3733,-| Cleveland,Cleveland Open Shelf,79.0
3734,Sprlngf'd Republican plo Jl,Springfield Republican,73.33333333333333
3735,•: Nation,Nation,100.0
3736,H- Review,Review,95.33333333333333
3737,-r Springfd Republican plGa Ja,Springfield Republican,78.66666666666667
3738,Outlook 123:l!to'o,Outlook,85.33333333333333
3739,-r R of Rs 60:1-18 O,R of Rs,84.66666666666667
3740,-I Pub W,Pub W,94.33333333333333
3741,-{ Sprlngfd Republican,Springfield Republican,86.0
3742,Sprlngfd Republican plSa Ja,Springfield Republican,76.0
3743,"W,s Lib Bui",Wis Lib Bui,85.0
3744,Boston Transcript pll N,Boston Transcript,95.0
3745,Springf'd Republican pl» N,Springfield Republican,80.0
3746,Ath plOS2 O,Ath,81.0
3747,Sprlngf'd Republican pl7Je!5'19,Springfield Republican,70.0
3748,Sprlngf'd Republican pll AplS'19140w,Springfield Republican,67.66666666666667
3749,Springf'd Republican plo D,Springfield Republican,79.66666666666667
3750,Bookm 50:1G6 O,Bookm,84.33333333333333
3751,N Y Times 24:4-11 Ag,N Y Times,87.33333333333333
3752,• Liberator,Library J,67.0
3753,Sat K,Sat R,80.0
3754,Cleveland plOT N,Cleveland Open Shelf,73.0
3755,-) The Times [London] Lit Sup,Times [London] Lit Sup,97.0
3756,Boston Transcript plO Mr,Boston Transcript,94.33333333333333
3757,-f- Bookm,Bookm,94.33333333333333
3758,Public,Pub W,56.666666666666664
3759,-j A L A Bkl,A L A Bkl,96.66666666666667
3760,N Y Times :M:270 My,N Y Times,89.0
3761,+' Sprlngf'd Republican,Springfield Republican,82.66666666666667
3762,i- Sprlngf'd Republican,Springfield Republican,80.0
3763,-j- N Y Best Bks,N,71.0
3764,The Crimes [London] Lit Sup,Times [London] Lit Sup,85.0
3765,: Boston Transcript plO Ag,Boston Transcript,94.33333333333333
3766,N Y Call plO O,N,71.0
3767,"""*+^prlngf'd Republican",Springfield Republican,69.33333333333333
3768,N Y Call pll X,N,71.0
3769,NY Times 2!:7S:> D H,N Y Times,71.33333333333333
3770,Ath pl!38 O,Ath,81.0
3771,NY Evening Poit,N Y Evening Post,85.0
3772,h Review,Review,95.33333333333333
3773,Sprlngf'd Republican plS N,Springfield Republican,74.66666666666667
3774,.) Sprlngf'd Republican,Springfield Republican,82.66666666666667
3775,-) ALA Bkl,A L A Bkl,83.0
3776,Sprlngf'd Republican plo N,Springfield Republican,74.66666666666667
3777,Cleveland plOC N,Cleveland Open Shelf,73.0
3778,h Pub W,Pub W,94.33333333333333
3779,Boston Transcript plO Ag,Boston Transcript,94.33333333333333
3780,Sprlngf'd Republican plO S,Springfield Republican,74.66666666666667
3781,-r Spec,Spec,93.33333333333333
3782,• Sat R,Sat R,100.0
3783,r Dial,Dial,93.33333333333333
3784,Sprlngfd Republican plG O,Springfield Republican,78.66666666666667
3785,-| ALA Bkl,A L A Bkl,83.0
3786,N Y Evening Poit,N Y Evening Post,94.0
3787,Springf'd Republican plSa Ja,Springfield Republican,76.66666666666667
3788,The Times [Londoni Lit Sup,Times [London] Lit Sup,91.0
3789,-| Ath pSlo Ag,Ath,81.0
3790,-L A L A Bkl,A L A Bkl,96.66666666666667
3791,Outlook 122:1G2 My,Outlook,85.33333333333333
3792,"bitrarily brought about by the author."" r N Y Times",N Y Times,77.0
3793,r Nation,Nation,95.33333333333333
3794,'+ N Y Tlmei,N Y Times,78.0
3795,-( Nation,Nation,100.0
3796,-i Sprlngf d Republican,Springfield Republican,80.0
3797,-I A L A Bkl,A L A Bkl,96.66666666666667
3798,i Cleveland,Cleveland Open Shelf,79.0
3799,terior;,Nation,50.0
3800,Boston Transcript pH S,Boston Transcript,95.66666666666667
3801,i Springf'd Republican,Springfield Republican,83.33333333333333
3802,Th« Times [London] Lit Sup,Times [London] Lit Sup,97.66666666666667
3803,•+ A L A Bkl,A L A Bkl,100.0
3804,t- Wis Lib Bui,Wis Lib Bui,97.33333333333333
3805,A L A Ski,A L A Bkl,72.0
3806,from Wis Lib Bui,Wis Lib Bui,93.66666666666667
3807,Boston Transcript pS F,Boston Transcript,95.66666666666667
3808,-j Dial,Dial,93.33333333333333
3809,• WIs Lib Bui,Wis Lib Bui,97.0
3810,Boston Transcript pll My,Boston Transcript,94.33333333333333
3811,•i The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
3812,Sprlngf'd Republican plO My,Springfield Republican,73.33333333333333
3813,-t- The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
3814,-t The Time* [London] Lit Sup,Times [London] Lit Sup,87.66666666666667
3815,H- N Y Tlmet,N Y Times,72.66666666666667
3816,"century life, il",Christian Century,59.333333333333336
3817,Boston Transcript F,Boston Transcript,98.0
3818,-j Review,Review,95.33333333333333
3819,part,Pratt,61.333333333333336
3820,"ergy and she Is not without pictorial power."" h Nation",Nation,73.66666666666667
3821,Ath pl!7 Mr,Ath,81.0
3822,"""H?'— Spec",Spec,93.33333333333333
3823,I- The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
3824,N Y Timiis,N Y Times,82.0
3825,"and bitter knowledge, the tale rings false."" N Y Times",N Y Times,76.66666666666667
3826,h Springf'd Republican plo Jl,Springfield Republican,76.0
3827,r Boston Transcript,Boston Transcript,98.0
3828,Cleveland pin? N,Cleveland Open Shelf,75.0
3829,-I Dial,Dial,93.33333333333333
3830,Atli,Atlantic,69.66666666666667
3831,-j- Cath World,Cath World,97.0
3832,-I ALA Bkl,A L A Bkl,80.33333333333333
3833,-\ -NY Times,N Y Times,90.0
3834,Book'm,Bookm,87.33333333333333
3835,'-\ NY Times,N Y Times,90.0
3836,h N Y Call plO N,N,70.66666666666667
3837,-L Review,Review,95.33333333333333
3838,-t A L A Bkl,A L A Bkl,96.66666666666667
3839,N Y Call pll O,N,71.0
3840,WIs Lib Bui 15:2IS N,Wis Lib Bui,87.33333333333333
3841,-( Sat R,Sat R,100.0
3842,-| spec,Spec,91.66666666666667
3843,-t- Boston Transcript,Boston Transcript,98.0
3844,Sprlngf'd Republican pld D,Springfield Republican,75.66666666666667
3845,_| New Repub 20:1SO S,New Repub,87.33333333333333
3846,The Times [London! Lit Sup,Times [London] Lit Sup,95.33333333333333
3847,-{ A L A Bkl,A L A Bkl,100.0
3848,N Y Tlm«8,N,74.0
3849,The Time* [London] Lit Sup,Times [London] Lit Sup,90.33333333333333
3850,-f- Boston Transcript plO My,Boston Transcript,93.0
3851,Dial 66:1)66 Je,Dial,80.66666666666667
3852,-i Ath,Ath,91.66666666666667
3853,but the slightest hold on any sort of reality. h Nation,Nation,73.33333333333333
3854,NY Call pll N,N,71.33333333333333
3855,NY Evening Port,N Y Evening Post,85.0
3856,-I The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
3857,-I Ath,Ath,91.66666666666667
3859,from Dial,Dial,87.33333333333333
3860,+'— Boston Transcript plO My,Boston Transcript,94.33333333333333
3861,"shown against a less tragic background."" h Sat R",Sat R,73.33333333333333
3862,N Y P L New Tech Bks,N,70.0
3863,Pittsburgh 24:52!) N,N,70.33333333333333
3864,f- The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
3865,Ath pl()S2 O,Ath,81.0
3866,Ath pl!23 O,Ath,81.0
3867,Bookm 4!J:732 Ag,Bookm,82.66666666666667
3868,ttprlngf'd Republican plS Ag,Springfield Republican,69.66666666666667
3870,Sprlngf'd Republican pll Ap,Springfield Republican,73.33333333333333
3871,-| A L A Bkl,A L A Bkl,100.0
3873,r A L A Bkl,A L A Bkl,96.66666666666667
3874,f Springf'd Republican,Springfield Republican,83.33333333333333
3875,-> NY Times,N Y Times,90.0
3876,Springf'd Republican p$ Je,Springfield Republican,80.0
3877,A L A BK!,A L A Bkl,88.0
3878,^ Pub W,Pub W,100.0
3879,-j N Y Times,N Y Times,96.66666666666667
3880,A L A BM,A L A Bkl,82.33333333333333
3881,Boston Transcript pi N a,Boston Transcript,94.33333333333333
3882,-j- Springf'd Republican,Springfield Republican,84.66666666666667
3883,"stories stop at superficial aspects."" h Nation",Nation,74.66666666666667
3884,-| The Times [London! Lit Sup,Times [London] Lit Sup,95.33333333333333
3885,-I A LA Bkl,A L A Bkl,83.66666666666667
3886,-I NY Call plO N,N,70.66666666666667
3887,-| Wis Lib Bui,Wis Lib Bui,100.0
3888,Dial 67:44!) N,Dial,83.33333333333333
3889,Springf'd Republican plfia Ja,Springfield Republican,76.0
3890,matiC'+ wis Lib Bui,Wis Lib Bui,90.0
3891,Nation 109:56!) N,Nation,85.66666666666667
3892,L N Y Times,N Y Times,96.66666666666667
3893,Boston Transcript pll AR,Boston Transcript,94.33333333333333
3894,-j- Boston Transcript,Boston Transcript,98.0
3895,"quite understand."" E. II. F. h Ath",Ath,73.0
3896,Review'1:602 N,Review,86.66666666666667
3897,•i ALA Bkl,A L A Bkl,80.33333333333333
3898,N Y Call pll Ap,N,70.66666666666667
3899,Sprlngf'd Republican pll Apl3,Springfield Republican,72.0
3900,'-I N Y Evening Post,N Y Evening Post,98.0
3901,Eng Hist R,Current Hist,65.0
3902,•i Nation,Nation,95.33333333333333
3903,N .Y Best Bks,N,71.66666666666667
3904,_j The Times [London] Lit Sup,Times [London] Lit Sup,95.0
3905,Boston Transcript pll D,Boston Transcript,95.0
3906,Boston Transcript plO May,Boston Transcript,93.66666666666667
3908,-h Cleveland,Cleveland Open Shelf,78.66666666666667
3909,-i WIs Lib Bui,Wis Lib Bui,94.33333333333333
3910,-f- A L A Bkl,A L A Bkl,96.66666666666667
3911,Brooklyn,Books,68.0
3912,. H J Pol Econ,J Home Econ,74.66666666666667
3913,-| Review,Review,100.0
3914,A L A Bkl 16:!>1 D,A L A Bkl,90.66666666666667
3915,Dial 67:4«0 N,Dial,83.33333333333333
3916,-i Dial,Dial,93.33333333333333
3917,-\ Nation,Nation,100.0
3918,; WIs Lib Bui,Wis Lib Bui,97.0
3919,Nation 109:3-12 S,Nation,84.0
3920,-^ N Y Times,N Y Times,100.0
3921,j The Times [London] Lit Sup,Times [London] Lit Sup,95.66666666666667
3923,(- Dial,Dial,100.0
3924,• f- Nation,Nation,95.33333333333333
3925,-) Boston Transcript plO Ag,Boston Transcript,94.33333333333333
3926,Boston Transcript pti Jl,Boston Transcript,94.33333333333333
3927,Pub,Pub W,91.66666666666667
3928,Springf'd Republican plSa,Springfield Republican,80.0
3929,-f- N Y Call pll S,S,70.66666666666667
3930,-*- A L A Bkl,A L A Bkl,100.0
3931,"chief character. Leonard Vernon."" G. B. M. New Repub",New Repub,77.66666666666667
3932,•H Cleveland,Cleveland Open Shelf,78.66666666666667
3933,Sprlngf'd Republican plo O,Springfield Republican,74.66666666666667
3934,Int Bk R,Int Bk R,100.0
3935,Lit R,Lit R,100.0
3936,N Y Tribune,N Y Tribune,100.0
3937,-I Boston Transcript pi N,Boston Transcript,94.33333333333333
3938,• h N Y Tribune,N Y Tribune,97.33333333333333
3939,lations of the world in a universal coup,Cath World,59.0
3940,N Y World plOe Ap,N Y World,89.66666666666667
3941,"affords agreeable reading for idle hours""h Lit R",Lit R,73.0
3942,"few of these stories have vitality."" h N Y Times",N Y Times,77.66666666666667
3943,NY Tribune,N Y Tribune,90.33333333333333
3944,N Y Times plS S,N Y Times,91.66666666666667
3945,Int Bk R plO S,Int Bk R,91.0
3946,-i Lit R,Lit R,94.33333333333333
3947,N Y World pfie Ag,N Y World,89.66666666666667
3948,-j- N Y Tribune,N Y Tribune,97.33333333333333
3949,-| NY World,N Y World,90.0
3950,"Moss will study a grammar."" Eva Goldbeck h N Y Tribune",N Y Tribune,78.33333333333333
3951,• h Sat R,Sat R,94.33333333333333
3953,Greensboro (N.C.) Daily News,N,69.33333333333333
3954,-f- Survey 50:supl8S My,Survey,81.33333333333333
3955,N Y World pGe Mr,N Y World,90.66666666666667
3956,J Int Bk R,Int Bk R,96.33333333333333
3957,-j New Repub,New Repub,96.66666666666667
3958,h Freeman,Freeman,96.0
3959,Nation 117:sup4Q8 O,Nation,82.66666666666667
3960,h Int Bk R,Int Bk R,96.33333333333333
3961,h Lit R,Lit R,94.33333333333333
3962,Spec 130:!I71 Je,Spec,80.66666666666667
3963,Atlantic's Bookshelf Ja,Atlantic Bookshelf,92.33333333333333
3964,h Ind,Ind,91.66666666666667
3965,'* 'Or+ N Y World pSe S,N Y World,89.0
3966,. The Times [London] Lit Sup,Times [London] Lit Sup,97.0
3967,N Y Wortd,N Y World,89.0
3968,"all to the bad."" M. L. Franklin h Ind",Ind,72.33333333333333
3969,-+• Int Bk R,Int Bk R,100.0
3970,Lit R pli)3 O,Lit R,85.33333333333333
3971,N Y Times pll F,N Y Times,91.66666666666667
3972,Greensboro (N.C.) Daily News plO N,N,68.66666666666667
3973,-t- Int Bk R,Int Bk R,96.33333333333333
3974,-j NY Times pi,N Y Times,75.33333333333333
3975,h N Y Tribune,N Y Tribune,97.33333333333333
3976,N Y World pile Ap,N Y World,89.66666666666667
3977,Natron,Nation,83.0
3978,.Sprincjf'd Republican,Springfield Republican,80.0
3979,-\ • Dial,Dial,100.0
3980,New Statesman 22:supl8 O,New Statesman & Nation,69.0
3981,-| NY Tribune,N Y Tribune,92.0
3982,N Y World pfie Mr,N Y World,89.66666666666667
3983,"Springf'd Republican p""a Mr",Springfield Republican,77.33333333333333
3985,New Statesman 22:supl9 O,New Statesman & Nation,69.0
3986,"from overdrawing."" M. M. Marshall h N Y World",N Y World,78.66666666666667
3987,"smoothly ->nd ensily."" Isabel Patron h N Y Tribune",N Y Tribune,79.66666666666667
3989,Freeman,Freeman,100.0
3990,Ind 110:3^2 My,Ind,78.33333333333333
3991,r N Y Tribune,N Y Tribune,97.33333333333333
3992,f N Y World,N Y World,96.66666666666667
3994,o S*sTnmM [London] L't Sup,Times [London] Lit Sup,72.0
3995,y,N Y Herald Tribune Wkly Bk R,69.0
3996,Atlantic's Booksehlf S,Atlantic Bookshelf,85.66666666666667
3997,Management & Adm,Ann Am Acad,50.0
3998,"to a homogeneous product."" Ralph Bergengren h Boston Transcript",Boston Transcript,81.33333333333333
